region,subregion,updated_at,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,retail_and_recreation_not_enough_data,grocery_and_pharmacy_not_enough_data,parks_not_enough_data,transit_stations_not_enough_data,workplaces_not_enough_data,residential_not_enough_data
Indiana,Marshall County,2020-04-05,-0.39,-0.02,,-0.24,-0.27,0.18,,,True,,,True
Indiana,Martin County,2020-03-29,-0.4,-0.04,,,-0.36,,,True,True,True,True,True
Indiana,Martin County,2020-04-05,-0.53,-0.08,,,-0.41,,,True,True,True,True,True
Indiana,Miami County,2020-03-29,-0.43,-0.27,,,-0.39,0.16,,,True,True,,True
Indiana,Miami County,2020-04-05,-0.26,-0.09,,,-0.34,0.16,,,True,True,,True
Indiana,Monroe County,2020-03-29,-0.53,-0.33,0.39,-0.4,-0.42,0.12,,,True,,,
Indiana,Monroe County,2020-04-05,-0.55,-0.29,0.35,-0.41,-0.44,0.13,,,True,,,
Indiana,Montgomery County,2020-03-29,-0.4,-0.25,,-0.35,-0.31,0.16,,,True,True,,True
Indiana,Montgomery County,2020-04-05,-0.33,-0.07,,-0.19,-0.35,0.15,,,True,True,,True
Indiana,Morgan County,2020-03-29,-0.39,-0.12,,,-0.32,0.2,,,True,True,,True
Indiana,Morgan County,2020-04-05,-0.41,-0.02,,,-0.38,0.18,,,True,True,,True
Indiana,Newton County,2020-03-29,-0.45,,,,-0.27,,,True,True,True,True,True
Indiana,Newton County,2020-04-05,-0.18,,,,-0.22,,,True,True,True,True,True
Indiana,Noble County,2020-03-29,-0.42,-0.26,,,-0.42,0.23,,,True,True,,True
Indiana,Noble County,2020-04-05,-0.26,0.01,,,-0.34,0.21,,,True,True,,True
Indiana,Ohio County,2020-03-29,,,,,-0.53,,True,True,True,True,True,True
Indiana,Ohio County,2020-04-05,,,,,-0.4,,True,True,True,True,True,True
Indiana,Orange County,2020-03-29,-0.41,-0.19,,,-0.45,,,,True,True,,True
Indiana,Orange County,2020-04-05,-0.48,-0.2,,,-0.5,,,,True,True,,True
Indiana,Owen County,2020-03-29,-0.3,-0.21,,,-0.29,,,,True,True,,True
Indiana,Owen County,2020-04-05,-0.26,-0.07,,,-0.33,,,,True,True,,True
Indiana,Parke County,2020-03-29,-0.44,-0.02,,,-0.37,,True,,True,True,True,True
Indiana,Parke County,2020-04-05,-0.53,0.1,,,-0.34,,True,,True,True,True,True
Indiana,Perry County,2020-03-29,-0.59,-0.04,,,-0.45,,,True,True,True,,True
Indiana,Perry County,2020-04-05,-0.57,0.85,,,-0.4,,,True,True,True,,True
Indiana,Pike County,2020-03-29,-0.54,-0.07,,,-0.39,,True,True,True,True,True,True
Indiana,Pike County,2020-04-05,-0.54,0.08,,,-0.42,,True,True,True,True,True,True
Indiana,Porter County,2020-03-29,-0.54,-0.28,0.2,-0.39,-0.34,0.13,,,,,,
Indiana,Porter County,2020-04-05,-0.47,-0.21,1.2,-0.39,-0.38,0.11,,,,,,
Indiana,Posey County,2020-03-29,-0.25,0.06,,,-0.22,-0.01,,True,True,True,,True
Indiana,Posey County,2020-04-05,-0.27,0.0,,,-0.25,-0.01,,True,True,True,,True
Indiana,Pulaski County,2020-03-29,-0.33,-0.23,,,-0.34,,,True,True,True,True,True
Indiana,Pulaski County,2020-04-05,-0.07,-0.2,,,-0.36,,,True,True,True,True,True
Indiana,Putnam County,2020-03-29,-0.45,-0.31,,,-0.26,0.11,,,True,True,,True
Indiana,Putnam County,2020-04-05,-0.41,-0.14,,,-0.33,0.11,,,True,True,,True
Indiana,Randolph County,2020-03-29,-0.24,-0.14,,,-0.28,0.08,,,True,True,,True
Indiana,Randolph County,2020-04-05,-0.26,-0.12,,,-0.2,0.08,,,True,True,,True
Indiana,Ripley County,2020-03-29,-0.46,-0.18,,,-0.27,0.0,,,True,True,,True
Indiana,Ripley County,2020-04-05,-0.51,-0.15,,,-0.33,0.0,,,True,True,,True
Indiana,Rush County,2020-03-29,-0.44,-0.11,,,-0.35,,,,True,True,,True
Indiana,Rush County,2020-04-05,-0.39,-0.09,,,-0.38,,,,True,True,,True
Indiana,Scott County,2020-03-29,-0.3,-0.08,,,-0.33,0.03,,,True,True,,True
Indiana,Scott County,2020-04-05,-0.36,0.01,,,-0.27,0.03,,,True,True,,True
Indiana,Shelby County,2020-03-29,-0.46,-0.18,,-0.43,-0.32,0.21,,,True,,,True
Indiana,Shelby County,2020-04-05,-0.49,-0.14,,-0.47,-0.35,0.18,,,True,,,True
Indiana,Spencer County,2020-03-29,-0.45,0.15,,,-0.24,,,,True,True,,True
Indiana,Spencer County,2020-04-05,-0.44,0.19,,,-0.26,,,,True,True,,True
Indiana,St. Joseph County,2020-03-29,-0.53,-0.26,-0.17,-0.37,-0.35,0.11,,,,,,
Indiana,St. Joseph County,2020-04-05,-0.46,-0.15,1.42,-0.29,-0.34,0.09,,,,,,
Indiana,Starke County,2020-03-29,-0.5,-0.1,,,-0.25,,,,True,True,,True
Indiana,Starke County,2020-04-05,-0.23,0.11,,,-0.21,,,,True,True,,True
Indiana,Steuben County,2020-03-29,-0.49,-0.32,,-0.29,-0.37,0.19,,,True,,,True
Indiana,Steuben County,2020-04-05,-0.4,-0.17,,-0.32,-0.36,0.2,,,True,,,True
Indiana,Sullivan County,2020-03-29,-0.38,-0.17,,,-0.2,,,,True,True,,True
Indiana,Sullivan County,2020-04-05,-0.38,-0.05,,,-0.29,,,,True,True,,True
Indiana,Switzerland County,2020-03-29,,-0.34,,,-0.44,,True,True,True,True,True,True
Indiana,Switzerland County,2020-04-05,,-0.2,,,-0.46,,True,True,True,True,True,True
Indiana,Tippecanoe County,2020-03-29,-0.57,-0.37,0.05,-0.27,-0.41,0.12,,,True,,,
Indiana,Tippecanoe County,2020-04-05,-0.52,-0.28,0.82,0.02,-0.4,0.11,,,True,,,
Indiana,Tipton County,2020-03-29,-0.46,-0.22,,,-0.33,,,True,True,True,True,True
Indiana,Tipton County,2020-04-05,-0.35,-0.02,,,-0.38,,,True,True,True,True,True
Indiana,Union County,2020-03-29,-0.55,,,,-0.39,,True,True,True,True,True,True
Indiana,Union County,2020-04-05,-0.38,,,,-0.37,,True,True,True,True,True,True
Indiana,Vanderburgh County,2020-03-29,-0.41,-0.16,-0.16,-0.53,-0.29,0.1,,,True,True,,
Indiana,Vanderburgh County,2020-04-05,-0.44,-0.17,0.29,-0.45,-0.31,0.1,,,True,True,,
Indiana,Vermillion County,2020-03-29,-0.34,0.04,,-0.32,-0.2,,,True,True,True,,True
Indiana,Vermillion County,2020-04-05,-0.31,0.0,,-0.22,-0.23,,,True,True,True,,True
Indiana,Vigo County,2020-03-29,-0.47,-0.24,-0.12,-0.09,-0.36,0.09,,,True,,,
Indiana,Vigo County,2020-04-05,-0.48,-0.2,-0.07,-0.15,-0.37,0.1,,,True,,,
Indiana,Wabash County,2020-03-29,-0.5,-0.36,,,-0.26,0.08,,,True,True,,True
Indiana,Wabash County,2020-04-05,-0.38,-0.09,,,-0.31,0.08,,,True,True,,True
Indiana,Warren County,2020-03-29,,,,,-0.32,,True,True,True,True,True,True
Indiana,Warren County,2020-04-05,,,,,-0.34,,True,True,True,True,True,True
Indiana,Warrick County,2020-03-29,-0.23,-0.01,,,-0.3,0.22,,,True,True,,True
Indiana,Warrick County,2020-04-05,-0.36,-0.13,,,-0.32,0.21,,,True,True,,True
Indiana,Washington County,2020-03-29,-0.27,-0.22,,,-0.25,0.11,,,True,True,,True
Indiana,Washington County,2020-04-05,-0.4,-0.18,,,-0.24,0.11,,,True,True,,True
Indiana,Wayne County,2020-03-29,-0.48,-0.3,,-0.18,-0.32,0.12,,,True,,,
Indiana,Wayne County,2020-04-05,-0.48,-0.24,,-0.27,-0.31,0.1,,,True,,,
Indiana,Wells County,2020-03-29,-0.35,-0.12,,,-0.29,0.11,,,True,True,,True
Indiana,Wells County,2020-04-05,-0.3,0.06,,,-0.3,0.11,,,True,True,,True
Indiana,White County,2020-03-29,-0.38,-0.12,,-0.22,-0.39,0.06,,,True,True,,True
Indiana,White County,2020-04-05,-0.24,-0.08,,-0.34,-0.28,0.06,,,True,True,,True
Indiana,Whitley County,2020-03-29,-0.45,-0.34,,,-0.32,0.22,,,True,True,,True
Indiana,Whitley County,2020-04-05,-0.38,-0.12,,,-0.33,0.19,,,True,True,,True
Indonesia,,2020-03-29,-0.47,-0.27,-0.52,-0.54,-0.15,0.15,,,,,,
Indonesia,,2020-04-05,-0.43,-0.24,-0.5,-0.58,-0.17,0.14,,,,,,
Iowa,,2020-03-29,-0.43,-0.1,0.41,-0.28,-0.29,0.1,,,,,,
Iowa,,2020-04-05,-0.39,0.01,1.34,-0.28,-0.29,0.08,,,,,,
Iowa,Adair County,2020-03-29,-0.46,-0.03,,,-0.33,,,,True,True,True,True
Iowa,Adair County,2020-04-05,-0.44,0.02,,,-0.36,,,,True,True,True,True
Iowa,Allamakee County,2020-03-29,-0.57,-0.27,,,-0.22,,True,,True,True,True,True
Iowa,Allamakee County,2020-04-05,-0.75,-0.05,,,-0.25,,True,,True,True,True,True
Iowa,Appanoose County,2020-03-29,-0.21,0.26,,,-0.24,,,True,True,True,True,True
Iowa,Appanoose County,2020-04-05,-0.07,0.52,,,-0.26,,,True,True,True,True,True
Iowa,Audubon County,2020-03-29,,,,,-0.28,,True,True,True,True,True,True
Iowa,Audubon County,2020-04-05,,,,,-0.28,,True,True,True,True,True,True
Iowa,Benton County,2020-03-29,-0.54,-0.1,,,-0.33,0.08,,,True,True,,True
Iowa,Benton County,2020-04-05,-0.16,0.25,,,-0.33,0.08,,,True,True,,True
Iowa,Black Hawk County,2020-03-29,-0.46,-0.23,0.11,-0.14,-0.3,0.1,,,True,,,
Iowa,Black Hawk County,2020-04-05,-0.43,-0.09,-0.25,-0.05,-0.3,0.08,,,True,,,
Iowa,Boone County,2020-03-29,-0.32,-0.21,,,-0.22,0.14,,,True,True,,True
Iowa,Boone County,2020-04-05,-0.28,-0.21,,,-0.28,0.14,,,True,True,,True
Iowa,Bremer County,2020-03-29,-0.36,-0.24,,,-0.34,-0.01,,,True,True,,True
Iowa,Bremer County,2020-04-05,-0.32,-0.12,,,-0.31,-0.01,,,True,True,,True
Iowa,Buchanan County,2020-03-29,-0.39,-0.13,,,-0.23,,,,True,True,True,True
Iowa,Buchanan County,2020-04-05,-0.29,0.0,,,-0.25,,,,True,True,True,True
Iowa,Buena Vista County,2020-03-29,-0.28,-0.06,,,-0.13,,,,True,True,,True
Iowa,Buena Vista County,2020-04-05,-0.31,-0.15,,,-0.16,,,,True,True,,True
Iowa,Butler County,2020-03-29,,-0.15,,,-0.3,,True,True,True,True,True,True
Iowa,Butler County,2020-04-05,,0.02,,,-0.32,,True,True,True,True,True,True
Iowa,Calhoun County,2020-03-29,,-0.12,,,-0.29,,True,True,True,True,True,True
Iowa,Calhoun County,2020-04-05,,-0.12,,,-0.27,,True,True,True,True,True,True
Iowa,Carroll County,2020-03-29,-0.34,-0.04,,,-0.29,,,True,True,True,True,True
Iowa,Carroll County,2020-04-05,-0.29,0.13,,,-0.2,,,True,True,True,True,True
Iowa,Cass County,2020-03-29,-0.23,-0.06,,,-0.16,,,True,True,True,True,True
Iowa,Cass County,2020-04-05,-0.32,0.13,,,-0.16,,,True,True,True,True,True
Iowa,Cedar County,2020-03-29,-0.44,-0.23,,0.14,-0.18,,,,True,True,True,True
Iowa,Cedar County,2020-04-05,-0.3,0.0,,0.08,-0.22,,,,True,True,True,True
Iowa,Cerro Gordo County,2020-03-29,-0.46,-0.13,,-0.44,-0.29,0.17,,,True,True,,True
Iowa,Cerro Gordo County,2020-04-05,-0.38,0.06,,-0.26,-0.26,0.2,,,True,True,,True
Iowa,Cherokee County,2020-03-29,-0.75,,,,-0.2,,,True,True,True,True,True
Iowa,Cherokee County,2020-04-05,-0.76,,,,-0.33,,,True,True,True,True,True
Iowa,Chickasaw County,2020-03-29,-0.56,-0.28,,,-0.25,,True,,True,True,True,True
Iowa,Chickasaw County,2020-04-05,-0.25,-0.18,,,-0.27,,True,,True,True,True,True
Iowa,Clarke County,2020-03-29,-0.3,,,-0.29,-0.17,,,True,True,True,True,True
Iowa,Clarke County,2020-04-05,-0.27,,,-0.38,-0.24,,,True,True,True,True,True
Iowa,Clay County,2020-03-29,-0.27,-0.18,,,-0.17,,,,True,True,,True
Iowa,Clay County,2020-04-05,-0.33,-0.12,,,-0.26,,,,True,True,,True
Iowa,Clayton County,2020-03-29,-0.61,-0.12,,,-0.19,,True,,True,True,True,True
Iowa,Clayton County,2020-04-05,-0.59,0.07,,,-0.26,,True,,True,True,True,True
Iowa,Clinton County,2020-03-29,-0.41,0.18,,,-0.24,0.16,,,True,True,,True
Iowa,Clinton County,2020-04-05,-0.25,0.48,,,-0.28,0.16,,,True,True,,True
Iowa,Crawford County,2020-03-29,-0.34,,,,-0.23,,,True,True,True,True,True
Iowa,Crawford County,2020-04-05,-0.38,,,,-0.15,,,True,True,True,True,True
Iowa,Dallas County,2020-03-29,-0.6,-0.4,,,-0.34,0.25,,,True,True,,True
Iowa,Dallas County,2020-04-05,-0.59,-0.39,,,-0.37,0.27,,,True,True,,True
Iowa,Davis County,2020-03-29,-0.64,,,,-0.21,,True,True,True,True,True,True
Iowa,Davis County,2020-04-05,-0.44,,,,-0.23,,True,True,True,True,True,True
Iowa,Decatur County,2020-03-29,,,,,-0.25,,True,True,True,True,True,True
Iowa,Decatur County,2020-04-05,,,,,-0.2,,True,True,True,True,True,True
Iowa,Delaware County,2020-03-29,-0.4,-0.2,,,-0.22,,,True,True,True,True,True
Iowa,Delaware County,2020-04-05,-0.33,0.19,,,-0.13,,,True,True,True,True,True
Iowa,Des Moines County,2020-03-29,-0.4,-0.07,,-0.32,-0.24,0.14,,,True,True,,True
Iowa,Des Moines County,2020-04-05,-0.33,0.14,,-0.26,-0.27,0.15,,,True,True,,True
Iowa,Dickinson County,2020-03-29,-0.29,-0.02,-0.5,,-0.2,,,,True,True,,True
Iowa,Dickinson County,2020-04-05,-0.33,0.12,0.0,,-0.31,,,,True,True,,True
Iowa,Dubuque County,2020-03-29,-0.53,-0.09,-0.25,-0.63,-0.34,0.15,,,True,,,
Iowa,Dubuque County,2020-04-05,-0.43,0.04,0.01,-0.51,-0.31,0.13,,,True,,,
Iowa,Emmet County,2020-03-29,-0.42,0.11,,,-0.32,,True,True,True,True,True,True
Iowa,Emmet County,2020-04-05,-0.17,0.11,,,-0.33,,True,True,True,True,True,True
Iowa,Fayette County,2020-03-29,-0.36,-0.11,,,-0.2,,,,True,True,,True
Iowa,Fayette County,2020-04-05,-0.15,0.07,,,-0.24,,,,True,True,,True
Iowa,Floyd County,2020-03-29,-0.4,-0.21,,-0.09,-0.16,,,,True,True,True,True
Iowa,Floyd County,2020-04-05,-0.28,-0.12,,-0.28,-0.18,,,,True,True,,True
Iowa,Franklin County,2020-03-29,-0.47,-0.16,,,-0.25,,True,True,True,True,True,True
Iowa,Franklin County,2020-04-05,-0.39,0.07,,,-0.32,,True,True,True,True,True,True
Iowa,Fremont County,2020-03-29,-0.65,-0.09,,-0.16,-0.15,,True,True,True,,True,True
Iowa,Fremont County,2020-04-05,-0.45,-0.09,,-0.28,-0.31,,True,True,True,,True,True
Iowa,Greene County,2020-03-29,-0.51,0.02,,,-0.31,,True,True,True,True,True,True
Iowa,Greene County,2020-04-05,-0.45,0.04,,,-0.38,,True,True,True,True,True,True
Iowa,Grundy County,2020-03-29,-0.7,-0.33,,,-0.29,,True,True,True,True,True,True
Iowa,Grundy County,2020-04-05,-0.64,-0.25,,,-0.33,,True,True,True,True,True,True
Iowa,Guthrie County,2020-03-29,,,,,-0.34,,True,True,True,True,True,True
Iowa,Guthrie County,2020-04-05,,,,,-0.36,,True,True,True,True,True,True
Iowa,Hamilton County,2020-03-29,-0.27,-0.06,,-0.39,-0.06,,,,True,,True,True
Iowa,Hamilton County,2020-04-05,-0.23,-0.03,,-0.39,0.06,,,,True,,True,True
Iowa,Hancock County,2020-03-29,,-0.22,,,-0.34,,True,,True,True,True,True
Iowa,Hancock County,2020-04-05,,-0.02,,,-0.37,,True,,True,True,True,True
Iowa,Hardin County,2020-03-29,-0.52,0.15,,,-0.25,,,True,True,True,,True
Iowa,Hardin County,2020-04-05,-0.4,0.26,,,-0.3,,,True,True,True,,True
Iowa,Harrison County,2020-03-29,-0.26,0.0,,,-0.19,,,,True,True,True,True
Iowa,Harrison County,2020-04-05,-0.3,0.03,,,-0.11,,,,True,True,True,True
Iowa,Henry County,2020-03-29,-0.28,-0.17,,-0.17,-0.3,,,,True,True,,True
Iowa,Henry County,2020-04-05,-0.27,0.12,,-0.29,-0.18,,,,True,True,,True
Iowa,Howard County,2020-03-29,-0.69,-0.05,,,-0.21,,True,True,True,True,True,True
Iowa,Howard County,2020-04-05,-0.37,0.04,,,-0.3,,True,True,True,True,True,True
Iowa,Humboldt County,2020-03-29,-0.45,-0.07,,,-0.32,,True,True,True,True,True,True
Iowa,Humboldt County,2020-04-05,-0.39,-0.07,,,-0.36,,True,True,True,True,True,True
Iowa,Ida County,2020-03-29,-0.57,,,,-0.22,,True,True,True,True,True,True
Iowa,Ida County,2020-04-05,-0.64,,,,-0.27,,True,True,True,True,True,True
Iowa,Iowa County,2020-03-29,-0.8,-0.09,,,-0.41,,,,True,True,True,True
Iowa,Iowa County,2020-04-05,-0.71,0.04,,,-0.36,,,,True,True,True,True
Iowa,Jackson County,2020-03-29,-0.37,-0.1,,,-0.24,,,,True,True,,True
Iowa,Jackson County,2020-04-05,-0.26,0.16,,,-0.2,,,,True,True,,True
Iowa,Jasper County,2020-03-29,-0.4,0.6,,0.05,-0.22,0.11,,,True,,,True
Iowa,Jasper County,2020-04-05,-0.35,0.97,,-0.02,-0.21,0.12,,,True,,,True
Iowa,Jefferson County,2020-03-29,-0.4,,,,-0.34,,,True,True,True,True,True
Iowa,Jefferson County,2020-04-05,-0.39,,,,-0.2,,,True,True,True,True,True
Iowa,Johnson County,2020-03-29,-0.58,-0.36,-0.06,-0.24,-0.36,0.13,,,True,,,
Iowa,Johnson County,2020-04-05,-0.52,-0.3,-0.26,-0.18,-0.38,0.11,,,True,,,
Iowa,Jones County,2020-03-29,-0.43,0.04,,,-0.3,,,True,True,True,,True
Iowa,Jones County,2020-04-05,-0.37,0.14,,,-0.2,,,True,True,True,,True
Iowa,Keokuk County,2020-03-29,-0.66,,,,-0.21,,True,True,True,True,True,True
Iowa,Keokuk County,2020-04-05,-0.66,,,,-0.29,,True,True,True,True,True,True
Iowa,Kossuth County,2020-03-29,-0.7,0.47,,,-0.21,,,True,True,True,True,True
Iowa,Kossuth County,2020-04-05,-0.62,0.6,,,-0.33,,,True,True,True,True,True
Iowa,Lee County,2020-03-29,-0.24,-0.13,,,-0.14,0.14,,,True,True,,True
Iowa,Lee County,2020-04-05,-0.26,-0.04,,,-0.13,0.14,,,True,True,,True
Iowa,Linn County,2020-03-29,-0.52,-0.07,0.02,-0.55,-0.36,0.11,,,,,,
Iowa,Linn County,2020-04-05,-0.48,0.11,1.72,-0.5,-0.34,0.09,,,,,,
Iowa,Louisa County,2020-03-29,,,,,-0.18,,True,True,True,True,True,True
Iowa,Louisa County,2020-04-05,,,,,-0.23,,True,True,True,True,True,True
Iowa,Lucas County,2020-03-29,-0.59,0.06,,,-0.16,,True,True,True,True,True,True
Iowa,Lucas County,2020-04-05,-0.59,0.08,,,-0.16,,True,True,True,True,True,True
Iowa,Lyon County,2020-03-29,-0.66,,,,-0.24,,True,True,True,True,True,True
Iowa,Lyon County,2020-04-05,-0.7,,,,-0.28,,True,True,True,True,True,True
Iowa,Madison County,2020-03-29,-0.53,0.33,,,-0.25,,,True,True,True,True,True
Iowa,Madison County,2020-04-05,-0.46,0.26,,,-0.27,,,True,True,True,True,True
Iowa,Mahaska County,2020-03-29,-0.31,,,,-0.22,,,True,True,True,,True
Iowa,Mahaska County,2020-04-05,-0.32,,,,-0.22,,,True,True,True,,True
Iowa,Marion County,2020-03-29,-0.17,0.26,,,-0.19,0.13,,True,True,True,,True
Iowa,Marion County,2020-04-05,-0.26,0.43,,,-0.22,0.13,,True,True,True,,True
Iowa,Marshall County,2020-03-29,-0.36,-0.15,,,-0.29,0.14,,,True,True,,True
Iowa,Marshall County,2020-04-05,-0.32,-0.04,,,-0.24,0.17,,,True,True,,True
Iowa,Mills County,2020-03-29,-0.06,,,,-0.2,,,True,True,True,True,True
Iowa,Mills County,2020-04-05,-0.08,,,,-0.22,,,True,True,True,True,True
Iowa,Mitchell County,2020-03-29,-0.73,,,,-0.28,,True,True,True,True,True,True
Iowa,Mitchell County,2020-04-05,-0.67,,,,-0.3,,True,True,True,True,True,True
Iowa,Monona County,2020-03-29,-0.35,,,,-0.3,,True,True,True,True,True,True
Iowa,Monona County,2020-04-05,-0.25,,,,-0.39,,True,True,True,True,True,True
Iowa,Monroe County,2020-03-29,-0.51,,,,-0.26,,True,True,True,True,True,True
Iowa,Monroe County,2020-04-05,-0.51,,,,-0.31,,True,True,True,True,True,True
Iowa,Montgomery County,2020-03-29,-0.56,0.02,,,-0.23,,True,,True,True,True,True
Iowa,Montgomery County,2020-04-05,-0.42,-0.03,,,-0.34,,True,,True,True,True,True
Iowa,Muscatine County,2020-03-29,-0.42,0.33,,,-0.28,0.16,,,True,True,,True
Iowa,Muscatine County,2020-04-05,-0.35,0.51,,,-0.27,0.17,,,True,True,,True
Iowa,O'Brien County,2020-03-29,-0.22,-0.06,,,-0.04,,,,True,True,True,True
Iowa,O'Brien County,2020-04-05,-0.17,-0.09,,,-0.17,,,,True,True,True,True
Iowa,Osceola County,2020-03-29,,,,,-0.25,,True,True,True,True,True,True
Iowa,Osceola County,2020-04-05,,,,,-0.27,,True,True,True,True,True,True
Iowa,Page County,2020-03-29,-0.35,,,,-0.22,,,True,True,True,,True
Iowa,Page County,2020-04-05,-0.43,,,,-0.24,,,True,True,True,,True
Iowa,Palo Alto County,2020-03-29,-0.73,-0.55,,,-0.3,,True,True,True,True,True,True
Iowa,Palo Alto County,2020-04-05,-0.33,-0.18,,,-0.28,,True,True,True,True,True,True
Iowa,Plymouth County,2020-03-29,-0.26,0.06,,,-0.3,0.08,,,True,True,,True
Iowa,Plymouth County,2020-04-05,-0.32,0.16,,,-0.23,0.08,,,True,True,,True
Iowa,Pocahontas County,2020-03-29,,,,,-0.26,,True,True,True,True,True,True
Iowa,Pocahontas County,2020-04-05,,,,,-0.28,,True,True,True,True,True,True
Iowa,Polk County,2020-03-29,-0.44,-0.09,0.66,-0.45,-0.34,0.1,,,,,,
Iowa,Polk County,2020-04-05,-0.43,-0.02,1.5,-0.45,-0.35,0.09,,,,,,
Iowa,Pottawattamie County,2020-03-29,-0.33,0.02,0.14,-0.04,-0.3,0.07,,,True,,,
Iowa,Pottawattamie County,2020-04-05,-0.35,0.07,0.93,-0.11,-0.32,0.08,,,True,,,
Iowa,Poweshiek County,2020-03-29,-0.36,-0.15,,-0.18,-0.28,,,,True,,,True
Iowa,Poweshiek County,2020-04-05,-0.23,-0.05,,-0.2,-0.28,,,,True,,,True
Iowa,Sac County,2020-03-29,,,,,-0.22,,True,True,True,True,True,True
Iowa,Sac County,2020-04-05,,,,,-0.28,,True,True,True,True,True,True
Iowa,Scott County,2020-03-29,-0.5,-0.22,-0.01,-0.24,-0.31,0.11,,,,,,
Iowa,Scott County,2020-04-05,-0.45,-0.08,1.37,-0.26,-0.34,0.09,,,,,,
Iowa,Shelby County,2020-03-29,-0.17,-0.05,,,-0.25,,True,True,True,True,True,True
Iowa,Shelby County,2020-04-05,-0.2,-0.14,,,-0.31,,True,True,True,True,True,True
Iowa,Sioux County,2020-03-29,-0.25,0.04,,,-0.23,0.19,,,True,True,,True
Iowa,Sioux County,2020-04-05,-0.29,0.11,,,-0.32,0.22,,,True,True,,True
Iowa,Story County,2020-03-29,-0.5,-0.29,,-0.38,-0.43,0.22,,,True,True,,
Iowa,Story County,2020-04-05,-0.48,-0.26,,-0.45,-0.4,0.25,,,True,True,,True
Iowa,Tama County,2020-03-29,-0.44,-0.18,,,-0.36,,True,True,True,True,,True
Iowa,Tama County,2020-04-05,-0.42,-0.07,,,-0.4,,True,True,True,True,,True
Iowa,Taylor County,2020-03-29,,,,,-0.18,,True,True,True,True,True,True
Iowa,Taylor County,2020-04-05,,,,,-0.2,,True,True,True,True,True,True
Iowa,Union County,2020-03-29,-0.14,,,,-0.29,,,True,True,True,True,True
Iowa,Union County,2020-04-05,-0.22,,,,-0.31,,,True,True,True,True,True
Iowa,Van Buren County,2020-03-29,,-0.07,,,-0.13,,True,True,True,True,True,True
Iowa,Van Buren County,2020-04-05,,-0.07,,,-0.23,,True,True,True,True,True,True
Iowa,Wapello County,2020-03-29,-0.33,0.08,,,-0.18,0.1,,,True,True,,True
Iowa,Wapello County,2020-04-05,-0.28,0.19,,,-0.19,0.1,,,True,True,,True
Iowa,Warren County,2020-03-29,-0.28,-0.13,,,-0.32,0.15,,,True,True,,True
Iowa,Warren County,2020-04-05,-0.31,-0.1,,,-0.33,0.18,,,True,True,,True
Iowa,Washington County,2020-03-29,-0.41,-0.19,,,-0.3,-0.03,,,True,True,,True
Iowa,Washington County,2020-04-05,-0.23,-0.09,,,-0.29,-0.03,,,True,True,,True
Iowa,Wayne County,2020-03-29,,,,,-0.25,,True,True,True,True,True,True
Iowa,Wayne County,2020-04-05,,,,,-0.31,,True,True,True,True,True,True
Iowa,Webster County,2020-03-29,-0.33,0.22,,,-0.24,0.15,,,True,True,,True
Iowa,Webster County,2020-04-05,-0.29,0.44,,,-0.19,0.18,,,True,True,,True
Iowa,Winnebago County,2020-03-29,-0.53,-0.18,,,-0.36,,True,,True,True,True,True
Iowa,Winnebago County,2020-04-05,-0.45,-0.16,,,-0.42,,True,,True,True,True,True
Iowa,Winneshiek County,2020-03-29,-0.56,-0.33,,,-0.33,,,,True,True,,True
Iowa,Winneshiek County,2020-04-05,-0.56,-0.17,,,-0.39,,,,True,True,,True
Iowa,Woodbury County,2020-03-29,-0.34,-0.03,,-0.13,-0.26,0.08,,,True,,,
Iowa,Woodbury County,2020-04-05,-0.39,0.09,,-0.12,-0.26,0.08,,,True,,,
Iowa,Worth County,2020-03-29,,-0.42,,,-0.31,,True,True,True,True,True,True
Iowa,Worth County,2020-04-05,,-0.31,,,-0.35,,True,True,True,True,True,True
Iowa,Wright County,2020-03-29,-0.57,-0.04,,,-0.08,,True,,True,True,True,True
Iowa,Wright County,2020-04-05,-0.27,0.04,,,-0.26,,True,,True,True,True,True
Iraq,,2020-03-29,-0.64,-0.42,-0.48,-0.61,-0.55,0.21,,,,,,
Iraq,,2020-04-05,-0.65,-0.43,-0.47,-0.62,-0.55,0.21,,,,,,
Ireland,,2020-03-29,-0.83,-0.37,-0.59,-0.78,-0.52,0.19,,,,,,
Ireland,,2020-04-05,-0.81,-0.33,-0.59,-0.79,-0.52,0.2,,,,,,
Ireland,County Carlow,2020-03-29,-0.83,-0.35,-0.52,-0.64,-0.48,0.09,,,True,True,,True
Ireland,County Carlow,2020-04-05,-0.81,-0.26,-0.56,-0.7,-0.47,0.09,,,True,True,,True
Ireland,County Cavan,2020-03-29,-0.81,-0.39,-0.41,-0.57,-0.45,0.21,,,True,True,,True
Ireland,County Cavan,2020-04-05,-0.78,-0.34,-0.46,-0.57,-0.45,0.21,,,True,True,,True
Ireland,County Clare,2020-03-29,-0.78,-0.3,-0.54,-0.74,-0.49,0.25,,,True,,,True
Ireland,County Clare,2020-04-05,-0.77,-0.26,-0.64,-0.81,-0.51,0.32,,,True,,,True
Ireland,County Cork,2020-03-29,-0.81,-0.4,-0.54,-0.73,-0.51,0.19,,,,,,
Ireland,County Cork,2020-04-05,-0.82,-0.41,-0.75,-0.83,-0.51,0.2,,,,,,
